"","CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","FGROWCFGS","ba"
"1",247290012010854,2009,12,1,1,2,1,1,1,329,4.7,1,1,121,1,2,1,12,1,12,2,70,5,NA,NA,NA,0,0.0218166156499291
"2",247290013010854,2009,12,1,1,2,4,1,1,350,4.8,1,1,121,1,3.4,1,20,1,20,2,60,2,NA,NA,NA,0,0.0630500192282951
"3",247289816010854,2009,12,1,1,5,1,1,1,NA,NA,1,2,925,43,5.72,1,17,4,17,NA,NA,NA,NA,70,NA,0,0.17845118937016
"4",247289817010854,2009,12,1,1,5,1,2,1,51,23.5,1,1,545,36,11.5,1,61,1,61,3,40,2,NA,NA,0,0,0.721311854925782
"5",247289818010854,2009,12,1,1,5,1,3,1,NA,NA,1,2,545,36,11.28,1,69,4,69,NA,NA,NA,NA,70,NA,-1.990407,0.693977817177985
"6",247289819010854,2009,12,1,1,5,1,4,1,93,22.4,1,1,545,36,6.5,1,48,1,48,3,40,5,NA,NA,20,0,0.230438002802376
"7",247289820010854,2009,12,1,1,5,1,5,1,117,11.8,1,1,545,36,14.4,1,56,1,56,3,25,2,NA,NA,25,0,1.13097335529233
"8",247289821010854,2009,12,1,1,5,1,6,1,135,15.7,1,1,545,36,6.6,1,50,1,50,3,30,5,NA,NA,0,0,0.237582944427728
"9",247289822010854,2009,12,1,1,5,1,7,1,NA,NA,1,2,925,43,7.89,1,28,4,28,NA,NA,NA,NA,70,NA,0,0.339532534775238
"10",247289823010854,2009,12,1,1,5,1,8,1,297,16.3,1,1,545,36,11.4,1,45,1,45,3,40,4,NA,NA,5,0,0.708821842466197
"11",247289824010854,2009,12,1,1,5,1,9,1,303,19.7,1,1,545,36,13.3,1,63,1,63,2,40,2,3,NA,0,0.695201,0.964785285578991
"12",247289825010854,2009,12,1,1,5,1,10,1,302,23.1,1,1,545,36,10,1,60,1,60,2,40,3,NA,NA,0,0.396843,0.545415391248228
"13",247289826010854,2009,12,1,1,5,1,11,1,NA,NA,1,2,545,36,5.24,1,25,4,25,NA,NA,NA,NA,70,NA,0,0.149757976467373
"14",247289827010854,2009,12,1,1,5,1,12,1,NA,NA,1,2,925,43,1.79,1,18,3,18,NA,NA,NA,NA,70,NA,0,0.0174756545509845
"15",247289828010854,2009,12,1,1,5,1,13,1,93,23.1,1,1,545,36,6.2,1,53,1,53,3,40,4,NA,NA,0,0,0.209657676395819
"16",247289829010854,2009,12,1,1,5,1,14,1,6,13.1,1,1,316,32,6.1,1,55,1,55,3,30,5,NA,NA,0,0,0.202949067083466
"17",247289830010854,2009,12,1,1,5,1,15,1,313,21.2,1,1,545,36,5.1,1,48,1,48,3,35,5,NA,NA,35,0,0.141862543263664
"18",247289831010854,2009,12,1,1,5,2,1,1,3,22.1,1,1,545,36,7.7,1,54,1,54,2,25,2,NA,NA,0,0.208696,0.323376785471074
"19",247289832010854,2009,12,1,1,5,2,2,1,37,6.3,1,1,545,36,10.9,1,67,1,67,2,35,2,NA,NA,0,0.478043,0.64800802634202
"20",247289833010854,2009,12,1,1,5,2,3,1,96,16.7,1,1,316,32,6.3,1,59,1,59,2,40,3,NA,NA,5,-0.022814,0.216475368786422
"21",247289834010854,2009,12,1,1,5,2,4,1,125,21.7,1,1,545,36,8.2,1,72,1,72,2,30,2,NA,NA,0,0.315974,0.366737309075308
"22",247289835010854,2009,12,1,1,5,2,5,1,NA,NA,1,2,545,36,12.7,1,55,4,55,NA,NA,NA,NA,NA,NA,0,0.879700484544267
"23",247289836010854,2009,12,1,1,5,2,6,1,182,3.5,1,1,545,36,7.5,1,60,1,60,2,30,3,NA,NA,0,0.216113,0.306796157577128
"24",247289837010854,2009,12,1,1,5,2,7,1,204,14.9,1,1,545,36,8.3,1,61,1,61,2,30,3,NA,NA,0,0.549896,0.375736663030904
"25",247289838010854,2009,12,1,1,5,2,8,1,243,22,1,1,912,43,10,1,21,1,21,3,30,5,NA,NA,0,0,0.545415391248228
"26",247289839010854,2009,12,1,1,5,2,9,1,264,7.2,1,1,545,36,8.8,1,63,1,63,2,30,3,NA,NA,0,0.560368,0.422369678982628
"27",247289840010854,2009,12,1,1,5,2,10,1,NA,NA,1,2,820,28,16.3,1,69,4,69,NA,NA,NA,NA,NA,NA,0,1.44911415300742
"28",247289841010854,2009,12,1,1,5,2,11,1,96,17.7,1,1,316,32,5,1,45,1,45,3,35,5,NA,NA,5,0,0.136353847812057
"29",247289842010854,2009,12,1,1,5,2,12,1,NA,NA,1,2,316,32,2.32,1,26,3,26,NA,NA,NA,NA,70,NA,0,0.0293564380185446
"30",247289843010854,2009,12,1,1,5,2,13,1,149,5.5,1,1,545,36,4.4,1,52,1,52,2,30,5,NA,NA,NA,0,0.105592419745657
"31",247289844010854,2009,12,1,1,5,2,14,1,243,5.6,1,1,545,36,4.6,1,57,1,57,2,15,5,NA,NA,NA,0,0.115409896788125
"32",247289845010854,2009,12,1,1,5,2,15,1,62,18.5,1,1,545,36,5.5,1,58,1,58,2,20,4,NA,NA,0,0.391786,0.164988155852589
"33",247289846010854,2009,12,1,1,5,2,16,1,162,20.9,1,1,545,36,7.3,1,62,1,62,2,30,3,NA,NA,0,0.783437,0.290651861996181
"34",247289847010854,2009,12,1,1,5,2,17,1,246,14.2,1,1,912,43,12,1,16,1,16,3,30,5,NA,NA,0,0,0.785398163397448
"35",247289848010854,2009,12,1,1,5,2,18,1,240,3.4,1,1,912,43,10,1,14,1,14,3,35,5,NA,NA,0,0,0.545415391248228
"36",247289849010854,2009,12,1,1,5,2,19,1,266,18.6,1,1,545,36,6.8,1,54,1,54,2,20,3,NA,NA,0,0.579452,0.252200076913181
"37",247289850010854,2009,12,1,1,5,2,20,1,284,18.1,1,1,912,43,11.5,1,8,1,8,3,65,5,NA,NA,0,0,0.721311854925782
"38",247289851010854,2009,12,1,1,5,2,21,1,308,22.6,1,1,912,43,10,1,11,1,11,3,50,5,NA,NA,0,0,0.545415391248228
"39",247289852010854,2009,12,1,1,5,2,22,1,321,18,1,1,912,43,10.5,1,8,1,8,3,60,5,NA,NA,0,0,0.601320468851171
"40",247289853010854,2009,12,1,1,5,2,23,1,330,21.8,1,1,545,36,5.8,1,51,1,51,2,15,4,NA,NA,0,0.381963,0.183477737615904
"41",247289854010854,2009,12,1,1,5,2,24,1,17,15.1,1,1,912,43,17,1,16,1,16,3,50,5,NA,NA,0,0,1.57625048070738
"42",247289855010854,2009,12,1,1,5,3,1,1,29,10.7,2,1,611,34,5.5,1,50,2,30,3,40,5,NA,NA,10,0,0.164988155852589
"43",247289856010854,2009,12,1,1,5,3,2,1,56,15.3,2,1,221,8,7.1,1,60,1,60,2,35,4,NA,NA,0,0.846419,0.274943898728232
"44",247289857010854,2009,12,1,1,5,3,3,1,100,15.8,2,1,221,8,14,1,100,1,100,2,40,2,3,NA,0,4.749624,1.06901416684653
"45",247289858010854,2009,12,1,1,5,3,4,1,173,22,2,1,316,32,16.9,1,90,2,52,2,40,3,3,NA,25,4.486005,1.55776089894406
"46",247289859010854,2009,12,1,1,5,3,5,1,183,16.1,2,1,221,8,10.1,1,73,1,73,2,40,3,1,NA,0,1.947976,0.556378240612317
"47",247289860010854,2009,12,1,1,5,3,6,1,223,16.1,2,1,221,8,9.9,1,87,1,87,3,40,3,NA,NA,0,0,0.534561624962388
"48",247289861010854,2009,12,1,1,5,3,7,1,266,11.4,2,1,221,8,9.3,1,65,1,65,3,50,5,NA,NA,0,0,0.471729771890592
"49",247289862010854,2009,12,1,1,5,3,8,1,290,4.8,2,1,545,36,13,1,88,1,88,3,30,2,NA,NA,0,0,0.921752011209505
"50",247289863010854,2009,12,1,1,5,3,9,1,299,15.7,2,1,316,32,7.1,1,65,1,65,3,45,5,NA,NA,15,0,0.274943898728232
"51",247289864010854,2009,12,1,1,5,3,10,1,144,17.1,2,1,972,41,5.1,1,50,1,50,3,45,5,NA,NA,5,0,0.141862543263664
"52",247289865010854,2009,12,1,1,5,3,11,1,330,15.6,2,1,912,43,12.5,1,10,1,10,3,60,5,NA,NA,0,0,0.852211548825356
"53",247289866010854,2009,12,1,1,5,4,1,2,NA,NA,1,0,611,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"54",247289867010854,2009,12,1,1,5,4,2,2,NA,NA,1,0,611,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"55",247289868010854,2009,12,1,1,5,4,3,2,NA,NA,1,0,970,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"56",247289869010854,2009,12,1,1,5,4,4,2,NA,NA,1,0,221,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"57",247289870010854,2009,12,1,1,5,4,5,2,NA,NA,1,0,222,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"58",247289871010854,2009,12,1,1,5,4,6,2,NA,NA,1,0,611,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"59",247289872010854,2009,12,1,1,5,4,7,2,NA,NA,1,0,316,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"60",247289873010854,2009,12,1,1,5,4,8,2,NA,NA,1,0,611,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"61",247289874010854,2009,12,1,1,5,4,9,2,NA,NA,1,0,545,36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"62",247289875010854,2009,12,1,1,5,4,10,2,NA,NA,1,0,221,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"63",247289876010854,2009,12,1,1,5,4,11,2,NA,NA,1,0,611,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"64",247289877010854,2009,12,1,1,5,4,12,2,NA,NA,1,0,222,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"65",247289878010854,2009,12,1,1,5,4,13,2,NA,NA,1,0,221,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"66",247289879010854,2009,12,1,1,5,4,14,2,NA,NA,1,0,545,36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"67",247289880010854,2009,12,1,1,5,4,15,2,NA,NA,1,0,316,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"68",247289881010854,2009,12,1,1,5,4,16,2,NA,NA,1,0,316,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"69",247290054010854,2009,12,1,1,7,1,1,1,158,12.8,1,1,111,1,6,1,25,1,25,2,70,3,NA,NA,0,0.147016,0.196349540849362
"70",247290055010854,2009,12,1,1,7,1,2,1,203,6.8,1,1,111,1,6.4,1,32,1,32,2,40,3,NA,NA,0,0.262017,0.223402144255274
"71",247290056010854,2009,12,1,1,7,1,3,1,243,7,1,1,111,1,5.4,1,29,1,29,2,40,3,NA,NA,0,0.131795,0.159043128087983
"72",247290057010854,2009,12,1,1,7,1,4,1,252,20.3,1,1,111,1,5.4,1,27,1,27,3,35,3,NA,NA,0,0,0.159043128087983
"73",247290058010854,2009,12,1,1,7,1,5,1,289,19.1,1,1,111,1,5.1,1,30,1,30,2,35,3,NA,NA,0,0.1135,0.141862543263664
"74",247290059010854,2009,12,1,1,7,1,6,1,293,23.2,1,1,111,1,5.1,1,29,1,29,2,30,3,NA,NA,0,0.106217,0.141862543263664
"75",247290060010854,2009,12,1,1,7,1,7,1,320,21.5,1,1,111,1,5.4,1,31,1,31,3,30,3,NA,NA,0,0,0.159043128087983
"76",247290061010854,2009,12,1,1,7,1,8,1,327,13.8,1,1,111,1,5,1,31,1,31,2,35,3,NA,NA,0,0.112016,0.136353847812057
"77",247290062010854,2009,12,1,1,7,2,1,1,15,17,1,1,111,1,5.5,1,27,1,27,3,40,3,NA,NA,0,0,0.164988155852589
"78",247290063010854,2009,12,1,1,7,2,2,1,24,6.2,1,1,111,1,5.5,1,32,1,32,2,50,3,NA,NA,0,0.166056,0.164988155852589
"79",247290064010854,2009,12,1,1,7,2,3,1,62,18.5,1,1,111,1,6.5,1,30,1,30,3,55,3,NA,NA,0,0,0.230438002802376
"80",247290065010854,2009,12,1,1,7,2,4,1,144,20.3,1,1,111,1,5.1,1,25,1,25,3,55,3,NA,NA,0,0,0.141862543263664
"81",247290066010854,2009,12,1,1,7,2,5,1,194,18.5,1,1,111,1,5.4,1,33,1,33,2,45,3,NA,NA,0,0.164454,0.159043128087983
"82",247290067010854,2009,12,1,1,7,2,6,1,260,5.1,1,1,111,1,5.1,1,26,1,26,2,45,3,NA,NA,0,0.084368,0.141862543263664
"83",247290068010854,2009,12,1,1,7,2,7,1,286,14,1,1,111,1,5.1,1,27,1,27,3,55,3,NA,NA,0,0,0.141862543263664
"84",247290069010854,2009,12,1,1,7,2,8,1,146,4.8,1,1,111,1,4.4,1,25,1,25,2,70,3,NA,NA,NA,0,0.105592419745657
"85",247290070010854,2009,12,1,1,7,3,1,1,345,21.7,1,1,111,1,5.9,1,33,1,33,2,50,3,NA,NA,0,0.21666,0.189859097693508
"86",247290071010854,2009,12,1,1,7,3,2,1,44,13,1,1,111,1,5.2,1,26,1,26,2,55,3,NA,NA,0,0.091867,0.147480321793521
"87",247290072010854,2009,12,1,1,7,3,3,1,111,10.1,1,1,111,1,5.5,1,30,1,30,2,50,3,NA,NA,0,0.149116,0.164988155852589
"88",247290073010854,2009,12,1,1,7,3,4,1,171,11.7,1,1,111,1,6.6,1,36,1,36,2,65,3,NA,NA,0,0.3341,0.237582944427728
"89",247290074010854,2009,12,1,1,7,3,5,1,180,23.2,1,1,111,1,6.3,1,30,1,30,2,45,3,NA,NA,0,0.228412,0.216475368786422
"90",247290075010854,2009,12,1,1,7,3,6,1,217,18.4,1,1,111,1,5,1,30,1,30,2,50,3,NA,NA,0,0.105016,0.136353847812057
"91",247290076010854,2009,12,1,1,7,3,7,1,289,23.8,1,1,111,1,5.5,1,32,1,32,2,50,3,NA,NA,0,0.166056,0.164988155852589
"92",247290077010854,2009,12,1,1,7,3,8,1,274,6.5,1,1,111,1,4.9,1,29,1,29,2,45,3,NA,NA,NA,0,0.1309542354387
"93",247290078010854,2009,12,1,1,7,4,1,1,42,20.7,1,1,111,1,6.1,1,34,1,34,2,45,3,NA,NA,0,0.249255,0.202949067083466
"94",247290079010854,2009,12,1,1,7,4,2,1,47,8,1,1,111,1,6.3,1,40,1,40,2,45,3,NA,NA,0,0.339544,0.216475368786422
"95",247290080010854,2009,12,1,1,7,4,3,1,107,21.9,1,1,111,1,6.5,1,29,1,29,2,55,3,NA,NA,0,0.238086,0.230438002802376
"96",247290081010854,2009,12,1,1,7,4,4,1,135,19.8,1,1,111,1,6,1,30,1,30,2,45,3,NA,NA,0,0.197416,0.196349540849362
"97",247290082010854,2009,12,1,1,7,4,5,1,192,4.6,1,1,111,1,5,1,24,1,24,3,40,3,NA,NA,0,0,0.136353847812057
"98",247290083010854,2009,12,1,1,7,4,6,1,211,13.9,1,1,111,1,5,1,23,1,23,2,45,3,NA,NA,0,0.056016,0.136353847812057
"99",247290084010854,2009,12,1,1,7,4,7,1,234,22.8,1,1,111,1,5,1,23,1,23,2,40,3,NA,NA,0,0.056016,0.136353847812057
"100",247290085010854,2009,12,1,1,7,4,8,1,254,17.2,1,1,111,1,6,1,32,1,32,2,50,3,NA,NA,0,0.217576,0.196349540849362
"101",247290086010854,2009,12,1,1,7,4,9,1,255,5,1,1,111,1,6,1,29,1,29,2,40,3,NA,NA,0,0.187336,0.196349540849362
"102",247290087010854,2009,12,1,1,7,4,10,1,329,3.8,1,1,111,1,4.9,1,33,1,33,2,45,3,NA,NA,NA,0,0.1309542354387
"103",247289672010854,2009,12,1,1,11,2,1,2,23,1.2,2,1,762,41,6.9,1,50,1,50,2,20,4,NA,NA,0,-0.006146,0.259672267773281
"104",247289673010854,2009,12,1,1,11,2,2,2,131,17.4,2,1,812,28,40,1,89,1,89,3,35,2,NA,NA,25,0,8.72664625997165
"105",247289674010854,2009,12,1,1,11,2,3,2,163,19.3,2,1,131,2,7.3,1,43,1,43,3,20,4,NA,NA,5,0,0.290651861996181
"106",247289675010854,2009,12,1,1,11,2,4,2,240,22.2,2,1,820,28,10,1,65,1,65,2,35,3,NA,NA,0,1.091668,0.545415391248228
"107",247289676010854,2009,12,1,1,11,2,5,2,246,4.8,2,1,820,28,10.9,1,72,1,72,2,35,3,NA,NA,0,1.145415,0.64800802634202
"108",247289677010854,2009,12,1,1,11,2,6,2,274,14.4,2,1,820,28,6.8,1,66,1,66,2,35,3,NA,NA,0,0.441503,0.252200076913181
"109",247289678010854,2009,12,1,1,11,2,7,2,277,9.1,2,1,762,41,11.9,1,78,1,78,2,30,3,4,NA,0,0.85127,0.772362735546616
"110",247289679010854,2009,12,1,1,11,2,8,2,1,5.9,2,1,820,28,2.5,1,24,1,24,2,20,5,NA,NA,NA,0,0.0340884619530143
"111",247289680010854,2009,12,1,1,11,2,9,2,NA,NA,2,2,820,28,1.68,1,16,3,16,NA,NA,NA,NA,70,NA,0,0.01539380400259
"112",247289681010854,2009,12,1,1,11,2,10,2,225,2,2,1,820,28,2.3,1,20,1,20,2,15,5,NA,NA,NA,0,0.0288524741970313
"113",247289682010854,2009,12,1,1,11,2,11,2,290,3.7,2,1,762,41,1.5,1,13,1,13,2,10,5,NA,NA,NA,0,0.0122718463030851
"114",247289683010854,2009,12,1,1,11,2,12,2,352,4.3,2,1,762,41,3,1,22,1,22,2,10,5,NA,NA,NA,0,0.0490873852123405
"115",247289684010854,2009,12,1,1,11,2,13,2,296,18,2,1,820,28,5.3,1,47,1,47,2,35,4,NA,NA,0,0.303659,0.153207183401627
"116",247289685010854,2009,12,1,1,11,2,14,2,21,1.1,2,1,500,43,1.2,1,19,1,19,3,20,5,NA,NA,NA,0,0.00785398163397448
"117",247289686010854,2009,12,1,1,11,2,15,2,21,1.4,2,1,500,43,1.1,1,18,1,18,3,20,5,NA,NA,NA,0,0.00659952623410356
"118",247289717010854,2009,12,1,1,19,1,1,1,44,17.9,1,2,762,41,5.1,1,80,3,80,3,NA,NA,NA,70,99,0,0.141862543263664
"119",247289718010854,2009,12,1,1,19,1,2,1,34,5.1,1,1,111,1,1.8,1,11,1,11,2,40,3,NA,NA,NA,0,0.0176714586764426
"120",247289719010854,2009,12,1,1,19,1,3,1,102,1.3,1,1,111,1,2.1,1,15,1,15,2,40,3,NA,NA,NA,0,0.0240528187540469
"121",247289720010854,2009,12,1,1,19,1,4,1,186,5.9,1,1,111,1,2.5,1,16,1,16,2,35,3,NA,NA,NA,0,0.0340884619530143
"122",247289721010854,2009,12,1,1,19,1,5,1,283,6.2,1,1,820,28,1.5,1,15,1,15,2,75,3,NA,NA,NA,0,0.0122718463030851
"123",247289722010854,2009,12,1,1,19,2,1,1,200,22.5,1,2,838,27,11.5,1,54,4,23,3,NA,NA,NA,70,99,0,0.721311854925782
"124",247289723010854,2009,12,1,1,19,2,2,1,200,22.5,1,2,838,27,20,1,57,4,56,3,NA,NA,NA,70,99,0,2.18166156499291
"125",247289724010854,2009,12,1,1,19,2,3,1,NA,NA,1,2,820,28,6.29,1,49,4,49,NA,NA,NA,NA,70,NA,0,0.21578869080884
"126",247289725010854,2009,12,1,1,19,2,4,1,343,15.5,1,2,838,27,20.1,1,65,1,65,3,NA,NA,NA,70,99,0,2.20353272218197
"127",247289726010854,2009,12,1,1,19,2,5,1,NA,NA,1,2,820,28,6.49,1,38,4,38,NA,NA,NA,NA,70,NA,0,0.229729508209145
"128",247289727010854,2009,12,1,1,19,2,6,1,294,4.4,1,1,820,28,5.5,1,29,1,29,2,55,3,NA,NA,0,0.18385,0.164988155852589
"129",247289728010854,2009,12,1,1,19,2,7,1,303,4.7,1,1,820,28,7.4,1,37,1,37,2,65,3,NA,NA,0,0.484347,0.29866946824753
"130",247289729010854,2009,12,1,1,19,2,8,1,13,5.5,1,1,838,27,1.2,1,15,1,15,2,50,5,NA,NA,NA,0,0.00785398163397448
"131",247289730010854,2009,12,1,1,19,2,9,1,36,4.4,1,1,838,27,1.1,1,12,1,12,2,50,5,NA,NA,NA,0,0.00659952623410356
"132",247289731010854,2009,12,1,1,19,2,10,1,87,6,1,1,838,27,1,1,12,1,12,2,50,5,NA,NA,NA,0,0.00545415391248228
"133",247289732010854,2009,12,1,1,19,2,11,1,342,6.3,1,1,838,27,1.1,1,12,1,12,2,50,5,NA,NA,NA,0,0.00659952623410356
"134",247289733010854,2009,12,1,1,19,2,12,1,358,3.2,1,1,838,27,1.8,1,15,1,15,2,50,5,NA,NA,NA,0,0.0176714586764426
"135",247289734010854,2009,12,1,1,19,3,1,1,297,3.1,1,1,111,1,2.7,1,16,1,16,2,60,3,NA,NA,NA,0,0.0397607820219958
"136",247289735010854,2009,12,1,1,19,4,1,1,250,4.5,1,1,111,1,1.6,1,15,1,15,2,45,3,NA,NA,NA,0,0.0139626340159546
"137",247289736010854,2009,12,1,1,19,4,2,1,319,4.1,1,1,111,1,1.1,1,12,1,12,2,43,3,NA,NA,NA,0,0.00659952623410356
"138",247289737010854,2009,12,1,1,19,4,3,1,95,6.4,1,1,820,28,1.4,1,16,1,16,2,50,4,NA,NA,NA,0,0.0106901416684653
"139",247289738010854,2009,12,1,1,19,4,4,1,97,6.4,1,1,820,28,1.5,1,17,1,17,2,50,4,NA,NA,NA,0,0.0122718463030851
"140",247289957010854,2009,12,1,1,22,1,1,1,90,4.5,1,2,827,28,6,1,35,4,31,3,NA,NA,NA,70,50,-0.283415,0.196349540849362
"141",247289958010854,2009,12,1,1,22,1,2,1,122,3.6,1,1,827,28,9.4,1,43,1,43,2,50,2,NA,NA,0,0.285169,0.481929039706934
"142",247289959010854,2009,12,1,1,22,1,3,1,NA,NA,1,2,827,28,4.19,1,25,3,25,NA,NA,NA,NA,70,NA,0,0.0957536715029302
"143",247289960010854,2009,12,1,1,22,3,1,1,131,19.9,1,1,555,41,9.6,1,44,1,44,2,45,3,NA,NA,0,0.290673,0.502654824574367
"144",247289961010854,2009,12,1,1,22,3,2,1,150,19.4,1,1,827,28,7.7,1,34,1,34,2,50,3,NA,NA,0,0.225427,0.323376785471074
"145",247289890010854,2009,12,1,1,30,1,1,1,NA,NA,1,2,111,1,3.04,1,13,3,13,NA,NA,NA,NA,70,NA,0,0.0504051087975963
"146",247289891010854,2009,12,1,1,30,1,2,1,97,5.3,1,1,131,2,2.9,1,26,1,26,2,45,3,NA,NA,NA,0,0.045869434403976
"147",247289892010854,2009,12,1,1,30,1,3,1,95,5.5,1,1,131,2,3,1,24,1,24,2,40,3,NA,NA,NA,0,0.0490873852123405
"148",247289893010854,2009,12,1,1,30,1,4,1,272,6.6,1,1,131,2,2.4,1,23,1,23,2,35,4,NA,NA,NA,0,0.0314159265358979
"149",247289894010854,2009,12,1,1,30,1,5,1,62,16.1,1,1,131,2,5.8,1,42,1,42,2,35,3,NA,NA,0,0.293851,0.183477737615904
"150",247289895010854,2009,12,1,1,30,1,6,1,161,22.6,1,1,131,2,6.6,1,41,1,41,2,35,3,NA,NA,0,0.400303,0.237582944427728
"151",247289896010854,2009,12,1,1,30,1,7,1,143,16.3,1,1,131,2,7,1,46,1,46,2,35,3,NA,NA,0,0.533851,0.267253541711632
"152",247289897010854,2009,12,1,1,30,1,8,1,148,20.4,1,1,131,2,5.4,1,38,1,38,2,35,3,NA,NA,0,0.206881,0.159043128087983
"153",247289898010854,2009,12,1,1,30,1,9,1,148,23.9,1,1,131,2,6.2,1,33,1,33,2,35,3,NA,NA,0,0.25266,0.209657676395819
"154",247289899010854,2009,12,1,1,30,1,10,1,183,19.6,1,1,131,2,5.3,1,33,1,33,2,35,3,NA,NA,0,0.155205,0.153207183401627
"155",247289900010854,2009,12,1,1,30,1,11,1,188,14.8,1,1,131,2,5.8,1,43,1,43,2,35,3,NA,NA,0,0.30345,0.183477737615904
"156",247289901010854,2009,12,1,1,30,1,12,1,200,11.5,1,1,131,2,5.8,1,45,1,45,2,35,3,NA,NA,0,0.322647,0.183477737615904
"157",247289902010854,2009,12,1,1,30,1,13,1,221,20.3,1,1,131,2,6.6,1,44,1,44,2,35,3,NA,NA,0,0.437591,0.237582944427728
"158",247289903010854,2009,12,1,1,30,1,14,1,232,18.7,1,1,131,2,5.6,1,42,1,42,2,35,3,NA,NA,0,0.266527,0.171042266695444
"159",247289904010854,2009,12,1,1,30,1,15,1,266,17.9,1,1,131,2,5.3,1,38,1,38,2,35,3,NA,NA,0,0.19528,0.153207183401627
"160",247289905010854,2009,12,1,1,30,1,16,1,282,9.4,1,1,131,2,5,1,38,1,38,2,35,3,NA,NA,0,0.161776,0.136353847812057
"161",247289906010854,2009,12,1,1,30,1,17,1,281,19.6,1,1,131,2,5.8,1,35,1,35,2,35,3,NA,NA,0,0.226661,0.183477737615904
"162",247289907010854,2009,12,1,1,30,1,18,1,312,15.6,1,1,131,2,5.8,1,38,1,38,2,35,3,NA,NA,0,0.255457,0.183477737615904
"163",247289908010854,2009,12,1,1,30,2,1,1,190,4.5,1,1,131,2,3,1,28,1,28,2,35,3,NA,NA,NA,0,0.0490873852123405
"164",247289909010854,2009,12,1,1,30,2,2,1,237,2,1,1,131,2,3.1,1,30,1,30,2,35,3,NA,NA,NA,0,0.0524144190989547
"165",247289910010854,2009,12,1,1,30,2,3,1,78,9.3,1,1,131,2,5.9,1,38,1,38,2,35,3,NA,NA,0,0.268142,0.189859097693508
"166",247289911010854,2009,12,1,1,30,2,4,1,13,17.8,1,1,131,2,5.6,1,39,1,39,2,35,3,NA,NA,0,0.239683,0.171042266695444
"167",247289912010854,2009,12,1,1,30,2,5,1,85,21.5,1,1,131,2,6.8,1,43,1,43,2,35,3,NA,NA,0,0.458043,0.252200076913181
"168",247289913010854,2009,12,1,1,30,2,6,1,96,23.2,1,1,131,2,6.6,1,43,1,43,2,35,3,NA,NA,0,0.425161,0.237582944427728
"169",247289914010854,2009,12,1,1,30,2,7,1,125,15.9,1,1,131,2,6.1,1,38,1,38,2,35,3,NA,NA,0,0.294165,0.202949067083466
"170",247289915010854,2009,12,1,1,30,2,8,1,133,19.1,1,1,131,2,6.1,1,38,1,38,2,35,3,NA,NA,0,0.294165,0.202949067083466
"171",247289916010854,2009,12,1,1,30,2,9,1,166,22.8,1,1,131,2,6.3,1,40,1,40,2,35,3,NA,NA,0,0.343704,0.216475368786422
"172",247289917010854,2009,12,1,1,30,2,10,1,167,18,1,1,131,2,5.7,1,40,1,40,2,35,3,NA,NA,0,0.261528,0.177205460616549
"173",247289918010854,2009,12,1,1,30,2,11,1,175,4.9,1,1,131,2,7.4,1,46,1,46,2,35,3,NA,NA,0,0.609452,0.29866946824753
"174",247289919010854,2009,12,1,1,30,2,12,1,211,1.5,1,1,131,2,5.5,1,46,1,46,2,35,3,NA,NA,0,0.287751,0.164988155852589
"175",247289920010854,2009,12,1,1,30,2,13,1,196,21.9,1,1,131,2,6.8,1,41,1,41,2,35,3,NA,NA,0,0.431656,0.252200076913181
"176",247289921010854,2009,12,1,1,30,2,14,1,249,23.4,1,1,131,2,6,1,40,1,40,2,35,3,NA,NA,0,0.301589,0.196349540849362
"177",247289922010854,2009,12,1,1,30,2,15,1,339,22.6,1,1,131,2,6.6,1,37,1,37,2,35,3,NA,NA,0,0.350587,0.237582944427728
"178",247289923010854,2009,12,1,1,30,2,16,1,340,8.2,1,1,131,2,6.9,1,44,1,44,2,35,3,NA,NA,0,0.488437,0.259672267773281
