"","CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","FGROWCFGS","ba"
"468",253684900010854,2010,12,1,1,23,1,3,1,225,20.4,1,1,820,28,14.3,1,89,1,89,2,40,3,2,NA,0,1.57177,1.1153199335635
"469",253684901010854,2010,12,1,1,23,1,4,1,254,13.8,1,1,820,28,6.6,1,50,2,35,3,40,5,NA,NA,10,0,0.237582944427728
"470",253684902010854,2010,12,1,1,23,1,5,1,274,20.9,1,1,820,28,6.7,1,46,1,46,3,50,5,NA,NA,0,0,0.24483696913133
"471",253684903010854,2010,12,1,1,23,1,6,1,282,19.5,1,2,838,27,5.7,1,48,3,48,3,NA,NA,NA,NA,45,0,0.177205460616549
"472",253684904010854,2010,12,1,1,23,1,7,1,292,22.1,1,2,838,27,6.4,1,59,4,29,3,NA,NA,NA,70,70,-0.779072,0.223402144255274
"473",253684905010854,2010,12,1,1,23,1,8,1,297,22.4,1,1,838,27,10,1,57,1,57,3,20,3,NA,NA,10,0,0.545415391248228
"474",253684906010854,2010,12,1,1,23,1,9,1,335,18.3,1,1,820,28,6.1,1,50,1,50,3,50,5,NA,NA,0,0,0.202949067083466
"475",253684907010854,2010,12,1,1,23,2,1,1,52,9.4,1,1,838,27,7,1,33,1,33,3,20,4,NA,NA,0,0,0.267253541711632
"476",253684908010854,2010,12,1,1,23,2,2,1,NA,NA,1,2,838,27,6.9,1,37,4,37,NA,NA,NA,NA,NA,NA,0,0.259672267773281
"477",253684909010854,2010,12,1,1,23,2,3,1,53,12.3,1,1,838,27,11.5,1,50,1,50,3,30,3,NA,NA,0,0,0.721311854925782
"478",253684910010854,2010,12,1,1,23,2,4,1,53,10.1,1,1,838,27,11.7,1,52,1,52,3,40,4,NA,NA,0,0,0.746619129079699
"479",253684911010854,2010,12,1,1,23,2,5,1,117,17.5,1,1,762,41,7.6,1,65,1,65,2,35,3,NA,NA,0,0.294253,0.315031929984976
"480",253684912010854,2010,12,1,1,23,2,6,1,146,19.1,1,1,838,27,11.4,1,70,1,70,3,40,3,NA,NA,0,0,0.708821842466197
"481",253684913010854,2010,12,1,1,23,2,7,1,290,20.4,1,1,838,27,13.6,1,73,1,73,3,35,3,NA,NA,5,0,1.00880030765272
"482",253684914010854,2010,12,1,1,23,4,1,1,320,19.1,1,1,820,28,10.7,1,60,1,60,2,40,3,NA,NA,0,0.926006,0.624446081440096
"483",253684915010854,2010,12,1,1,23,4,2,1,323,23,1,1,820,28,11,1,69,1,69,2,45,3,3,NA,0,0.725644,0.659952623410356
"484",253684916010854,2010,12,1,1,23,4,3,1,69,2.4,1,1,820,28,1,1,15,1,15,2,60,5,NA,NA,NA,0,0.00545415391248228
"485",253684917010854,2010,12,1,1,23,4,4,1,343,20.4,1,1,820,28,5.5,1,44,1,44,3,60,4,NA,NA,0,0,0.164988155852589
"486",253685771010854,2010,12,1,1,24,1,1,1,76,5.6,1,1,121,1,4.9,1,36,1,36,2,50,2,NA,NA,NA,0,0.1309542354387
"487",253685773010854,2010,12,1,1,24,1,2,1,150,20.6,1,1,107,3,7.6,1,47,1,47,2,80,3,NA,NA,0,0.95322,0.315031929984976
"488",253685783010854,2010,12,1,1,24,1,3,1,153,16,1,1,121,1,5.2,1,36,1,36,2,40,3,NA,NA,0,0.193942,0.147480321793521
"489",253685785010854,2010,12,1,1,24,1,4,1,240,22.2,1,1,121,1,5.1,1,40,1,40,2,45,2,NA,NA,0,0.217274,0.141862543263664
"490",253685786010854,2010,12,1,1,24,1,5,1,291,22.1,1,1,121,1,5.2,1,39,1,39,2,35,3,NA,NA,0,0.222209,0.147480321793521
"491",253685787010854,2010,12,1,1,24,1,6,1,340,16.8,1,1,107,3,8.7,1,38,1,38,3,90,2,NA,NA,0,0,0.412824909635784
"492",253685788010854,2010,12,1,1,24,2,1,1,29,4.1,1,1,121,1,4.6,1,41,1,41,2,35,3,NA,NA,NA,0,0.115409896788125
"493",253685790010854,2010,12,1,1,24,2,2,1,58,22.8,1,1,107,3,6.7,1,41,1,41,3,50,3,NA,NA,0,0,0.24483696913133
"494",253685792010854,2010,12,1,1,24,2,3,1,58,22.8,1,1,107,3,5.8,1,40,1,40,3,50,3,NA,NA,0,0,0.183477737615904
"495",253685794010854,2010,12,1,1,24,2,4,1,106,18.8,1,1,121,1,7.4,1,50,1,50,2,60,2,NA,NA,0,0.808823,0.29866946824753
"496",253685796010854,2010,12,1,1,24,2,5,1,158,18.8,1,1,107,3,6.2,1,36,1,36,3,75,2,NA,NA,0,0,0.209657676395819
"497",253685798010854,2010,12,1,1,24,2,6,1,295,12.6,1,1,107,3,5,1,35,1,35,3,60,2,NA,NA,0,0,0.136353847812057
"498",253685800010854,2010,12,1,1,24,3,1,1,126,19.9,1,2,819,43,5.5,1,30,4,28,3,NA,NA,NA,70,0,0,0.164988155852589
"499",253685802010854,2010,12,1,1,24,3,2,1,80,13.4,1,1,121,1,5.5,1,40,1,40,2,50,2,NA,NA,0,0.276374,0.164988155852589
"500",253685804010854,2010,12,1,1,24,3,3,1,170,5,1,1,121,1,3.3,1,35,1,35,2,40,3,NA,NA,NA,0,0.059395736106932
"501",253685806010854,2010,12,1,1,24,3,4,1,58,23.4,1,1,121,1,5.2,1,38,1,38,2,40,3,NA,NA,0,0.212786,0.147480321793521
"502",253685807010854,2010,12,1,1,24,3,5,1,76,21.8,1,1,121,1,5.2,1,32,1,32,2,50,3,NA,NA,0,0.156252,0.147480321793521
"503",253685808010854,2010,12,1,1,24,3,6,1,192,23,1,1,121,1,5.8,1,45,1,45,2,35,3,NA,NA,0,0.382236,0.183477737615904
"504",253685810010854,2010,12,1,1,24,3,7,1,239,19.9,1,1,121,1,5.3,1,49,1,49,2,50,2,NA,NA,0,0.334361,0.153207183401627
"505",253685812010854,2010,12,1,1,24,3,8,1,253,9.1,1,1,121,1,5.2,1,44,1,44,2,50,3,NA,NA,0,0.269321,0.147480321793521
"506",253685814010854,2010,12,1,1,24,3,9,1,312,16.3,1,1,121,1,5.7,1,40,1,40,2,50,3,NA,NA,0,0.307596,0.177205460616549
"507",253685816010854,2010,12,1,1,24,4,1,1,233,2.1,1,1,121,1,4.6,1,38,1,38,2,40,3,NA,NA,NA,0,0.115409896788125
"508",253685818010854,2010,12,1,1,24,4,2,1,180,11.2,1,1,121,1,5.4,1,41,1,41,2,50,2,NA,NA,0,0.271342,0.159043128087983
"509",253685414010854,2010,12,1,1,34,3,1,1,188,3.1,1,1,131,2,2.8,1,16,1,16,2,85,2,NA,NA,NA,0,0.0427605666738611
"510",253684818010854,2010,12,1,1,39,1,1,1,NA,NA,1,2,820,28,7.08,1,66,4,66,NA,NA,NA,NA,80,NA,0.171926,0.273397100678652
"511",253684819010854,2010,12,1,1,39,1,2,1,NA,NA,1,2,812,28,13.18,1,86,4,86,NA,NA,NA,NA,80,NA,0.342563,0.947454166106687
"512",253684820010854,2010,12,1,1,39,1,3,1,NA,NA,1,2,812,28,12.48,1,81,4,81,NA,NA,NA,NA,80,NA,0.305278,0.84948665353068
"513",253684821010854,2010,12,1,1,39,1,4,1,NA,NA,1,2,820,28,6.78,1,61,4,61,NA,NA,NA,NA,80,NA,0.151873,0.250718728710551
"514",253684822010854,2010,12,1,1,39,1,5,1,NA,NA,1,2,820,28,6.68,1,37,4,37,NA,NA,NA,NA,80,NA,0.095683,0.243377437544349
"515",253684823010854,2010,12,1,1,39,1,6,1,NA,NA,1,2,820,28,13.57,1,78,4,78,NA,NA,NA,NA,80,NA,0.440449,1.00435462679866
"516",253684824010854,2010,12,1,1,39,1,7,1,NA,NA,1,2,820,28,8.24,1,62,4,62,NA,NA,NA,NA,80,NA,0.212777,0.370323960688157
"517",253684825010854,2010,12,1,1,39,1,8,1,NA,NA,1,2,820,28,12.37,1,88,4,88,NA,NA,NA,NA,80,NA,0.44273,0.83457772381091
"518",253684826010854,2010,12,1,1,39,2,1,1,NA,NA,1,2,820,28,8.64,1,52,4,52,NA,NA,NA,NA,80,NA,0.175772,0.407150407905237
"519",253684827010854,2010,12,1,1,39,2,2,1,NA,NA,1,2,721,41,7.55,1,55,4,55,NA,NA,NA,NA,80,NA,0.117794,0.310900408396271
"520",253684828010854,2010,12,1,1,39,2,3,1,NA,NA,1,2,820,28,6.78,1,66,4,66,NA,NA,NA,NA,80,NA,0.163719,0.250718728710551
"521",253684829010854,2010,12,1,1,39,2,4,1,NA,NA,1,2,820,28,18.76,1,78,4,78,NA,NA,NA,NA,80,NA,0.735194,1.91952183798962
"522",253684830010854,2010,12,1,1,39,3,1,1,NA,NA,1,2,820,28,13.57,1,82,4,82,NA,NA,NA,NA,80,NA,0.460844,1.00435462679866
"523",253684831010854,2010,12,1,1,39,3,2,1,NA,NA,1,2,820,28,10.38,1,71,4,71,NA,NA,NA,NA,80,NA,0.288049,0.587654540808056
"524",253684832010854,2010,12,1,1,39,3,3,1,NA,NA,1,2,820,28,5.78,1,42,4,42,NA,NA,NA,NA,80,NA,0.090675,0.182214555569773
"525",253684833010854,2010,12,1,1,39,3,4,1,NA,NA,1,2,491,42,4.07,1,25,3,25,NA,NA,NA,NA,80,NA,0,0.0903475141448777
"526",253684834010854,2010,12,1,1,39,4,1,1,NA,NA,1,2,820,28,10.68,1,88,4,88,NA,NA,NA,NA,80,NA,0.36207,0.622113885227119
"527",253684835010854,2010,12,1,1,39,4,2,1,NA,NA,1,2,820,28,9.3,1,63,4,63,NA,NA,NA,NA,NA,NA,0,0.471729771890592
"528",253684836010854,2010,12,1,1,39,4,3,1,NA,NA,1,2,820,28,12.77,1,76,4,76,NA,NA,NA,NA,80,NA,0.401387,0.889424695554832
"529",253684837010854,2010,12,1,1,39,4,4,1,NA,NA,1,2,111,1,26.05,1,102,4,102,NA,NA,NA,NA,80,NA,0.765869,3.70120248039526
"530",253684838010854,2010,12,1,1,39,4,5,1,NA,NA,1,2,820,28,12.37,1,76,4,76,NA,NA,NA,NA,80,NA,0.387092,0.83457772381091
"531",256748536010854,2010,12,1,1,40,1,1,1,7,5.4,1,1,694,35,5.9,1,57,1,57,2,40,5,NA,NA,0,0.143759,0.189859097693508
"532",256748537010854,2010,12,1,1,40,1,2,1,8,16.2,1,1,222,8,18.4,1,90,1,90,2,35,3,3,NA,0,0.477918,1.84655834861
"533",256748538010854,2010,12,1,1,40,1,3,1,47,9.1,1,1,316,32,16.2,1,82,1,82,3,50,3,NA,NA,0,0,1.43138815279185
"534",256748539010854,2010,12,1,1,40,1,4,1,58,13,1,2,721,41,7.7,1,45,1,45,3,NA,NA,NA,20,20,0,0.323376785471074
"535",256748540010854,2010,12,1,1,40,1,5,1,60,7.9,1,1,222,8,8.5,1,80,1,80,2,25,3,NA,NA,0,-0.223914,0.394062620176845
"536",256748541010854,2010,12,1,1,40,1,6,1,68,21.9,1,1,222,8,12.6,1,85,1,85,3,35,3,NA,NA,0,0,0.865901475145687
"537",256748542010854,2010,12,1,1,40,1,7,1,102,23.4,1,1,111,1,14.5,1,97,1,97,2,40,3,3,NA,0,0.516208,1.1467358600994
"538",256748543010854,2010,12,1,1,40,1,8,1,142,6.8,1,1,222,8,10.9,1,90,1,90,2,25,3,3,NA,0,0.148691,0.64800802634202
"539",256748544010854,2010,12,1,1,40,1,9,1,153,20.7,1,1,222,8,20.7,1,87,1,87,2,35,3,3,NA,0,0.005157,2.33705040995953
"540",256748545010854,2010,12,1,1,40,1,10,1,173,18.1,1,1,694,35,7.6,1,62,1,62,3,50,5,NA,NA,0,0,0.315031929984976
"541",256748546010854,2010,12,1,1,40,1,11,1,194,22.9,1,2,721,41,6.7,1,39,4,27,3,NA,NA,NA,20,25,0,0.24483696913133
"542",256748547010854,2010,12,1,1,40,1,12,1,227,22.7,1,2,721,41,6.7,1,41,4,25,3,NA,NA,NA,20,25,0,0.24483696913133
"543",256748548010854,2010,12,1,1,40,1,13,1,253,5.1,1,1,222,8,12.8,1,89,1,89,3,35,3,NA,NA,0,0,0.893608577021097
"544",256748549010854,2010,12,1,1,40,1,14,1,271,23.7,1,1,111,1,9.2,1,60,1,60,3,35,3,NA,NA,0,0,0.4616395871525
"545",256748550010854,2010,12,1,1,40,1,15,1,265,6.2,1,2,721,41,6.1,1,35,4,14,3,NA,NA,NA,20,57,0,0.202949067083466
"546",256748551010854,2010,12,1,1,40,1,16,1,265,6.1,1,2,721,41,6.47,1,36,4,36,NA,NA,NA,NA,20,NA,0,0.228315791515029
"547",256748552010854,2010,12,1,1,40,1,17,1,282,5.2,1,1,222,8,13.7,1,90,1,90,3,35,3,NA,NA,0,0,1.0236901478338
"548",256748553010854,2010,12,1,1,40,1,18,1,317,2.9,1,1,316,32,7,1,55,1,55,3,50,5,NA,NA,0,0,0.267253541711632
"549",256748554010854,2010,12,1,1,40,1,19,1,335,16.5,1,1,222,8,7.2,1,55,1,55,2,25,3,NA,NA,0,-0.240639,0.282743338823081
"550",256748555010854,2010,12,1,1,40,1,20,1,130,13,1,1,694,35,5.5,1,44,1,44,3,40,5,NA,NA,0,0,0.164988155852589
"551",256748556010854,2010,12,1,1,40,1,21,1,315,3.9,1,1,316,32,6.4,1,36,1,36,3,50,5,NA,NA,0,0,0.223402144255274
"552",256748557010854,2010,12,1,1,40,2,1,1,128,17.3,1,1,111,1,20,1,96,1,96,2,40,3,2,NA,0,1.177426,2.18166156499291
"553",256748558010854,2010,12,1,1,40,2,2,1,181,20.8,1,2,721,41,7.8,1,34,4,19,3,NA,NA,NA,20,6,0,0.331830724035422
"554",256748559010854,2010,12,1,1,40,2,3,1,181,23.3,1,2,721,41,8.6,1,52,4,45,3,NA,NA,NA,20,50,0,0.403389223367189
"555",256748560010854,2010,12,1,1,40,2,4,1,186,19,1,1,222,8,25.2,1,100,1,100,2,45,3,3,NA,0,1.300522,3.46360590058275
"556",256748561010854,2010,12,1,1,40,2,5,1,217,14.7,1,1,222,8,20.9,1,85,1,85,2,40,3,1,NA,0,-0.096348,2.38242897051138
"557",256748562010854,2010,12,1,1,40,2,6,1,262,17,1,1,222,8,13.2,1,73,1,73,2,35,3,1,NA,0,-0.168381,0.950331777710912
"558",256748563010854,2010,12,1,1,40,2,7,1,347,13.6,1,1,222,8,16.3,1,89,1,89,2,40,3,1,NA,0,1.454593,1.44911415300742
"559",256748564010854,2010,12,1,1,40,3,1,2,26,16.9,1,0,721,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"560",256748565010854,2010,12,1,1,40,3,2,2,60,17.3,1,0,111,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"561",256748566010854,2010,12,1,1,40,3,3,2,48,23.2,1,0,222,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"562",256748567010854,2010,12,1,1,40,3,4,2,73,5.4,1,0,222,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"563",256748568010854,2010,12,1,1,40,3,5,2,88,22.9,1,0,721,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"564",256748569010854,2010,12,1,1,40,3,6,2,92,5.1,1,0,111,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"565",256748570010854,2010,12,1,1,40,3,7,2,101,7.6,1,0,222,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"566",256748571010854,2010,12,1,1,40,3,8,2,105,23.6,1,0,694,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"567",256748572010854,2010,12,1,1,40,3,9,2,135,12,1,0,694,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"568",256748573010854,2010,12,1,1,40,3,10,2,145,15.3,1,0,222,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"569",256748574010854,2010,12,1,1,40,3,11,2,177,9.7,1,0,316,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"570",256748575010854,2010,12,1,1,40,3,12,2,237,20.2,1,0,111,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"571",256748576010854,2010,12,1,1,40,3,13,2,241,20.2,1,0,222,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"572",256748577010854,2010,12,1,1,40,3,14,2,242,19.4,1,0,222,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"573",256748578010854,2010,12,1,1,40,3,15,2,326,18,1,0,316,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"574",256748579010854,2010,12,1,1,40,4,1,1,78,18.2,1,2,721,41,10.9,1,58,4,26,3,NA,NA,NA,20,60,0,0.64800802634202
"575",256748580010854,2010,12,1,1,40,4,2,1,123,22.7,1,1,222,8,30.6,1,84,1,84,3,60,3,NA,NA,0,0,5.10705155749191
"576",256748581010854,2010,12,1,1,40,4,3,1,131,22.1,1,2,721,41,7,1,52,4,25,3,NA,NA,NA,20,55,0,0.267253541711632
"577",256748582010854,2010,12,1,1,40,4,4,1,153,18,1,2,721,41,6.3,1,46,4,13,3,NA,NA,NA,20,67,0,0.216475368786422
"578",256748583010854,2010,12,1,1,40,4,5,1,217,6.3,1,2,222,8,7.2,1,46,4,21,3,NA,NA,NA,20,57,0,0.282743338823081
"579",256748584010854,2010,12,1,1,40,4,6,1,260,22.8,1,1,694,35,10.9,1,53,1,53,2,50,4,NA,NA,0,0.257076,0.64800802634202
"580",256748585010854,2010,12,1,1,40,4,7,1,297,22.3,1,2,721,41,5,1,35,4,10,4,NA,NA,NA,20,63,0,0.136353847812057
"581",256748586010854,2010,12,1,1,40,4,8,1,298,22.6,1,2,721,41,5.4,1,37,4,15,4,NA,NA,NA,20,56,0,0.159043128087983
"582",253685181010854,2010,12,1,1,42,1,1,1,26,19.8,1,1,838,27,7.6,1,52,1,52,3,40,3,NA,NA,0,0,0.315031929984976
"583",253685182010854,2010,12,1,1,42,1,2,1,116,22.2,1,1,820,28,12.9,1,68,1,68,2,40,3,4,NA,0,1.032087,0.907625752576176
"584",253685183010854,2010,12,1,1,42,1,3,1,120,21.3,1,1,820,28,8.7,1,50,1,50,2,40,3,NA,NA,0,0.367261,0.412824909635784
"585",253685184010854,2010,12,1,1,42,1,4,1,303,8.6,1,1,820,28,18.1,1,69,1,69,3,55,3,NA,NA,0,0,1.78683536326832
"586",253685185010854,2010,12,1,1,42,1,5,1,118,6.4,1,1,820,28,3.1,1,30,1,30,2,25,5,NA,NA,NA,0,0.0524144190989547
"587",253685186010854,2010,12,1,1,42,2,1,1,28,15.2,1,1,820,28,8.9,1,52,1,52,2,45,3,NA,NA,0,0.717467,0.432023531407721
"588",253685187010854,2010,12,1,1,42,2,2,1,NA,NA,1,2,820,28,11,1,59,4,59,NA,NA,NA,NA,NA,NA,0,0.659952623410356
"589",253685188010854,2010,12,1,1,42,2,3,1,NA,NA,1,2,820,28,11.4,1,60,4,60,NA,NA,NA,NA,NA,NA,0,0.708821842466197
"590",253685189010854,2010,12,1,1,42,2,4,1,228,22.7,1,1,838,27,9.8,1,38,1,38,3,40,3,NA,NA,0,0,0.523816941754798
"591",253685190010854,2010,12,1,1,42,3,1,1,15,15.2,1,1,820,28,11.8,1,63,1,63,3,50,3,NA,NA,0,0,0.759436390774033
"592",253685191010854,2010,12,1,1,42,3,2,1,58,4.4,1,2,858,43,6.1,1,44,1,44,3,NA,NA,NA,70,0,0,0.202949067083466
"593",253685192010854,2010,12,1,1,42,3,3,1,116,6.9,1,1,838,27,5.9,1,49,1,49,2,35,3,NA,NA,0,0.079027,0.189859097693508
"594",253685193010854,2010,12,1,1,42,3,4,1,116,5.2,1,1,838,27,6.2,1,52,1,52,2,35,3,NA,NA,0,0.192581,0.209657676395819
"595",253685194010854,2010,12,1,1,42,3,5,1,230,12.3,1,1,838,27,5.8,1,50,1,50,3,30,3,NA,NA,0,0,0.183477737615904
"596",253685195010854,2010,12,1,1,42,3,6,1,324,18,1,1,111,1,5.9,1,52,1,52,2,25,3,NA,NA,0,0.089533,0.189859097693508
"597",253685196010854,2010,12,1,1,42,3,7,1,143,13.4,2,1,820,28,7,1,45,1,45,3,50,3,NA,NA,0,0,0.267253541711632
"598",253685197010854,2010,12,1,1,42,3,8,1,261,20.2,1,1,820,28,5.4,1,51,1,51,2,40,3,NA,NA,0,0.40677,0.159043128087983
"599",253685198010854,2010,12,1,1,42,4,1,1,260,15.1,1,1,838,27,8.6,1,38,1,38,3,45,3,NA,NA,0,0,0.403389223367189
"600",253685199010854,2010,12,1,1,42,4,2,1,260,16.5,1,1,838,27,16,1,55,1,55,3,40,3,NA,NA,0,0,1.39626340159546
"601",253685200010854,2010,12,1,1,42,4,3,1,260,16.5,1,1,838,27,22.7,1,63,1,63,3,40,3,NA,NA,0,0,2.81047096956299
"602",253685201010854,2010,12,1,1,42,4,4,1,280,17.9,1,1,820,28,9.6,1,35,1,35,3,35,4,NA,NA,0,0,0.502654824574367
"603",253685202010854,2010,12,1,1,42,4,5,1,305,15.2,1,1,820,28,6.5,1,40,1,40,3,40,4,NA,NA,0,0,0.230438002802376
"604",253685203010854,2010,12,1,1,42,4,6,1,360,23.5,1,1,838,27,5.4,1,32,1,32,3,35,3,NA,NA,0,0,0.159043128087983
"605",253685204010854,2010,12,1,1,42,4,7,1,360,23.5,1,1,838,27,5.6,1,37,1,37,3,35,3,NA,NA,0,0,0.171042266695444
"606",253685205010854,2010,12,1,1,42,4,8,1,5,14.8,1,1,131,2,5.7,1,55,1,55,2,40,3,NA,NA,0,0.462214,0.177205460616549
"607",253684789010854,2010,12,1,1,46,2,1,2,NA,NA,2,2,820,28,6.79,1,31,4,31,NA,NA,NA,NA,50,NA,0,0.251458857396474
"608",253684790010854,2010,12,1,1,46,2,2,2,NA,NA,2,2,838,27,5.72,1,33,4,33,NA,NA,NA,NA,70,NA,0,0.17845118937016
"609",253684791010854,2010,12,1,1,46,2,3,2,302,17.3,2,1,611,34,12.6,1,88,1,88,2,35,2,3,NA,0,1.744076,0.865901475145687
"610",253684792010854,2010,12,1,1,46,2,4,2,311,20,2,1,611,34,11.5,1,90,1,90,2,40,3,3,NA,0,1.506794,0.721311854925782
"611",253684793010854,2010,12,1,1,46,2,5,2,318,15.5,2,1,611,34,9,1,80,2,59,3,5,4,NA,NA,0,0,0.441786466911065
"612",253684794010854,2010,12,1,1,46,2,6,2,295,15.3,2,1,820,28,6.3,1,61,1,61,3,35,4,NA,NA,0,0,0.216475368786422
"613",253685251010854,2010,12,1,1,49,1,1,1,350,22.5,1,1,121,1,15.5,1,81,1,81,2,35,3,2,NA,0,1.227858,1.31036047747387
"614",253685252010854,2010,12,1,1,49,2,1,1,57,10.7,1,1,827,28,12.4,1,57,1,57,3,50,3,NA,NA,0,0,0.838630705583275
"615",253685253010854,2010,12,1,1,49,2,2,1,315,19.3,1,1,827,28,11.2,1,34,1,34,3,50,3,NA,NA,0,0,0.684169066781777
"616",253685254010854,2010,12,1,1,49,2,3,1,318,12,1,1,827,28,7,1,38,1,38,3,50,5,NA,NA,5,0,0.267253541711632
"617",253685255010854,2010,12,1,1,49,2,4,1,323,15.1,1,1,111,1,21.9,1,76,1,76,2,40,3,2,NA,0,-0.077635,2.61586675796563
"618",253685256010854,2010,12,1,1,49,3,1,1,2,15.6,1,1,827,28,8,1,50,1,50,3,55,3,NA,NA,0,0,0.349065850398866
"619",253685257010854,2010,12,1,1,49,3,2,1,135,22,1,1,827,28,7.2,1,46,1,46,3,45,4,NA,NA,0,0,0.282743338823081
"620",253685258010854,2010,12,1,1,49,3,3,1,136,22.5,1,1,827,28,8.8,1,48,1,48,3,45,4,NA,NA,0,0,0.422369678982628
"621",253685259010854,2010,12,1,1,49,3,4,1,271,15.4,1,1,827,28,10.8,1,64,1,64,3,55,3,NA,NA,0,0,0.636172512351933
"622",253685260010854,2010,12,1,1,49,4,1,1,225,2.5,1,1,111,1,1.1,1,11,1,11,2,40,3,NA,NA,NA,0,0.00659952623410356
"623",253685261010854,2010,12,1,1,49,4,2,1,250,4.5,1,1,111,1,1.8,1,14,1,14,2,50,3,NA,NA,NA,0,0.0176714586764426
"624",253685262010854,2010,12,1,1,49,4,3,1,261,2.1,1,1,111,1,1.9,1,19,1,19,2,50,3,NA,NA,NA,0,0.019689495624061
"625",253685263010854,2010,12,1,1,49,4,4,1,283,4.9,1,1,111,1,2.3,1,19,1,19,2,45,3,NA,NA,NA,0,0.0288524741970313
"626",253685264010854,2010,12,1,1,49,4,5,1,310,5.7,1,1,111,1,2.7,1,21,1,21,2,50,3,NA,NA,NA,0,0.0397607820219958
"627",253685265010854,2010,12,1,1,49,4,6,1,347,5.9,1,1,111,1,1.3,1,15,1,15,2,45,3,NA,NA,NA,0,0.00921752011209505
"628",253685278010854,2010,12,1,1,50,1,1,1,89,5.5,1,1,111,1,4.5,1,41,1,41,2,25,2,NA,NA,NA,0,0.110446616727766
"629",253685279010854,2010,12,1,1,50,1,2,1,284,5.7,1,2,111,1,2.38,1,11,3,11,NA,NA,NA,NA,20,NA,0,0.0308945094218646
"630",253685280010854,2010,12,1,1,50,1,3,1,328,6.7,1,1,111,1,4.8,1,44,1,44,2,30,2,NA,NA,NA,0,0.125663706143592
"631",253685281010854,2010,12,1,1,50,1,4,1,6,22.7,1,1,111,1,7.3,1,50,1,50,2,35,3,NA,NA,0,0.609022,0.290651861996181
"632",253685282010854,2010,12,1,1,50,1,5,1,39,21,1,1,111,1,5.6,1,45,1,45,2,35,3,NA,NA,0,0.275644,0.171042266695444
"633",253685283010854,2010,12,1,1,50,1,6,1,50,12.5,1,1,111,1,6.2,1,49,1,49,2,30,3,NA,NA,0,0.401292,0.209657676395819
"634",253685284010854,2010,12,1,1,50,1,7,1,117,5.7,1,1,111,1,5.2,1,31,1,31,3,15,4,NA,NA,0,0,0.147480321793521
"635",253685285010854,2010,12,1,1,50,1,8,1,173,11,1,1,111,1,6.6,1,46,1,46,2,35,3,NA,NA,0,0.433265,0.237582944427728
"636",253685286010854,2010,12,1,1,50,1,9,1,218,24,1,1,111,1,5.9,1,45,1,45,2,35,3,NA,NA,0,0.316941,0.189859097693508
"637",253685287010854,2010,12,1,1,50,1,10,1,226,15.8,1,1,111,1,5.4,1,43,1,43,2,35,3,NA,NA,0,0.233797,0.159043128087983
"638",253685288010854,2010,12,1,1,50,1,11,1,258,16.8,1,1,111,1,5.3,1,46,1,46,2,35,3,NA,NA,0,0.243974,0.153207183401627
"639",253685289010854,2010,12,1,1,50,1,12,1,267,15.5,1,1,111,1,5.8,1,46,1,46,3,25,3,NA,NA,0,0,0.183477737615904
"640",253685290010854,2010,12,1,1,50,1,13,1,283,6.1,1,1,111,1,5.7,1,47,1,47,2,35,3,NA,NA,0,0.306455,0.177205460616549
"641",253685291010854,2010,12,1,1,50,1,14,1,301,23.9,1,1,111,1,5.9,1,46,1,46,2,25,3,NA,NA,0,0.3262,0.189859097693508
"642",253685292010854,2010,12,1,1,50,1,15,1,307,14.7,1,1,111,1,7.9,1,49,1,49,2,35,3,NA,NA,0,0.713717,0.340393745678019
"643",253685293010854,2010,12,1,1,50,1,16,1,318,6.9,1,1,111,1,5.7,1,46,1,46,2,15,3,NA,NA,0,0.297813,0.177205460616549
"644",253685294010854,2010,12,1,1,50,1,17,1,337,19.9,1,1,111,1,5.6,1,44,1,44,2,25,3,NA,NA,0,0.267302,0.171042266695444
"645",253685295010854,2010,12,1,1,50,1,18,1,345,9.7,1,1,111,1,5.9,1,39,1,39,2,15,3,NA,NA,0,0.261384,0.189859097693508
